epoch 	 scene 	 val_loss 	 click_auc 	 like_auc 	 follow_auc 	 5s_auc 	 10s_auc 	 18s_auc
66	scene 3	2.1520	0.7360	0.7910	0.7690	0.7400	0.7540	0.7690
66	scene 4	2.1520	0.7190	0.7820	0.7070	0.7120	0.7220	0.7220
67	total scene	2.2730	0.7700	0.8220	0.8080	0.7750	0.7730	0.7860
67	scene 1	2.1500	0.6670	0.7320	0.5890	0.6840	0.6890	0.7070
67	scene 2	2.1500	0.7220	0.8150	0.8110	0.7120	0.7250	0.7490
67	scene 3	2.1500	0.7360	0.7880	0.7640	0.7400	0.7540	0.7700
67	scene 4	2.1500	0.7190	0.7820	0.6760	0.7130	0.7230	0.7230
68	total scene	2.2730	0.7700	0.8200	0.8120	0.7750	0.7730	0.7860
68	scene 1	2.1490	0.6660	0.7380	0.5940	0.6830	0.6870	0.7050
68	scene 2	2.1490	0.7220	0.8140	0.8150	0.7120	0.7250	0.7490
68	scene 3	2.1490	0.7360	0.7820	0.7670	0.7410	0.7540	0.7690
68	scene 4	2.1490	0.7190	0.7820	0.6830	0.7130	0.7230	0.7230
69	total scene	2.2710	0.7700	0.8230	0.8110	0.7750	0.7730	0.7860
69	scene 1	2.1480	0.6660	0.7260	0.5600	0.6830	0.6870	0.7040
69	scene 2	2.1480	0.7230	0.8160	0.8130	0.7120	0.7250	0.7490
69	scene 3	2.1480	0.7360	0.8000	0.7700	0.7400	0.7540	0.7700
69	scene 4	2.1480	0.7190	0.7820	0.6880	0.7130	0.7220	0.7220
70	total scene	2.2710	0.7700	0.8230	0.8130	0.7750	0.7730	0.7860
70	scene 1	2.1470	0.6670	0.7330	0.6520	0.6840	0.6890	0.7060
70	scene 2	2.1470	0.7230	0.8160	0.8150	0.7120	0.7250	0.7490
70	scene 3	2.1470	0.7360	0.7890	0.7690	0.7400	0.7540	0.7690
70	scene 4	2.1470	0.7190	0.7840	0.7010	0.7130	0.7230	0.7230
71	total scene	2.2760	0.7700	0.8250	0.8100	0.7750	0.7730	0.7860
71	scene 1	2.1460	0.6660	0.7330	0.6040	0.6830	0.6880	0.7040
71	scene 2	2.1460	0.7220	0.8190	0.8120	0.7120	0.7250	0.7490
71	scene 3	2.1460	0.7360	0.7920	0.7770	0.7400	0.7540	0.7690
71	scene 4	2.1460	0.7190	0.7840	0.6570	0.7120	0.7230	0.7230
72	total scene	2.2720	0.7700	0.8260	0.8140	0.7760	0.7730	0.7860
72	scene 1	2.1450	0.6670	0.7360	0.6260	0.6840	0.6890	0.7070
72	scene 2	2.1450	0.7230	0.8200	0.8170	0.7120	0.7250	0.7490
72	scene 3	2.1450	0.7360	0.7910	0.7710	0.7400	0.7540	0.7690
72	scene 4	2.1450	0.7190	0.7860	0.6890	0.7130	0.7230	0.7230
73	total scene	2.2760	0.7700	0.8260	0.8100	0.7750	0.7730	0.7860
73	scene 1	2.1440	0.6650	0.7290	0.5870	0.6820	0.6860	0.7030
73	scene 2	2.1440	0.7230	0.8200	0.8100	0.7120	0.7250	0.7490
73	scene 3	2.1440	0.7360	0.7980	0.7660	0.7400	0.7540	0.7690
73	scene 4	2.1440	0.7190	0.7880	0.6870	0.7120	0.7220	0.7220
74	total scene	2.2710	0.7700	0.8270	0.8110	0.7750	0.7730	0.7860
74	scene 1	2.1440	0.6670	0.7360	0.5590	0.6830	0.6880	0.7050
74	scene 2	2.1440	0.7230	0.8210	0.8130	0.7120	0.7250	0.7490
74	scene 3	2.1440	0.7360	0.8030	0.7760	0.7400	0.7540	0.7690
74	scene 4	2.1440	0.7190	0.7880	0.6790	0.7130	0.7230	0.7230
75	total scene	2.2750	0.7700	0.8280	0.8060	0.7760	0.7730	0.7860
75	scene 1	2.1420	0.6670	0.7370	0.5620	0.6840	0.6880	0.7060
75	scene 2	2.1420	0.7230	0.8230	0.8090	0.7120	0.7250	0.7490
75	scene 3	2.1420	0.7350	0.7940	0.7670	0.7390	0.7520	0.7680
75	scene 4	2.1420	0.7190	0.7910	0.6870	0.7130	0.7230	0.7230
76	total scene	2.2720	0.7700	0.8280	0.8080	0.7750	0.7730	0.7860
76	scene 1	2.1410	0.6670	0.7390	0.5420	0.6850	0.6880	0.7060
76	scene 2	2.1410	0.7230	0.8220	0.8110	0.7120	0.7250	0.7490
76	scene 3	2.1410	0.7360	0.7960	0.7750	0.7400	0.7530	0.7690
76	scene 4	2.1410	0.7190	0.7900	0.6800	0.7130	0.7220	0.7220
77	total scene	2.2730	0.7700	0.8290	0.8070	0.7750	0.7730	0.7860
77	scene 1	2.1410	0.6660	0.7320	0.5610	0.6830	0.6880	0.7050
77	scene 2	2.1410	0.7230	0.8230	0.8070	0.7120	0.7250	0.7490
77	scene 3	2.1410	0.7350	0.8000	0.7630	0.7390	0.7530	0.7680
77	scene 4	2.1410	0.7190	0.7880	0.6740	0.7130	0.7220	0.7220
78	total scene	2.2730	0.7700	0.8300	0.8030	0.7760	0.7730	0.7860
78	scene 1	2.1400	0.6670	0.7360	0.5700	0.6840	0.6890	0.7050
78	scene 2	2.1400	0.7230	0.8250	0.8050	0.7120	0.7250	0.7490
78	scene 3	2.1400	0.7360	0.8020	0.7550	0.7400	0.7530	0.7690
78	scene 4	2.1400	0.7190	0.7900	0.6710	0.7130	0.7220	0.7220
79	total scene	2.2740	0.7700	0.8300	0.8090	0.7750	0.7730	0.7860
79	scene 1	2.1400	0.6670	0.7380	0.6070	0.6830	0.6880	0.7050
79	scene 2	2.1400	0.7230	0.8250	0.8130	0.7120	0.7250	0.7490
79	scene 3	2.1400	0.7350	0.7980	0.7700	0.7400	0.7530	0.7690
79	scene 4	2.1400	0.7190	0.7930	0.6750	0.7130	0.7230	0.7230
80	total scene	2.2710	0.7700	0.8320	0.8060	0.7760	0.7730	0.7860
80	scene 1	2.1380	0.6660	0.7330	0.5610	0.6820	0.6860	0.7040
80	scene 2	2.1380	0.7230	0.8260	0.8070	0.7120	0.7250	0.7500
80	scene 3	2.1380	0.7350	0.8000	0.7590	0.7390	0.7530	0.7690
80	scene 4	2.1380	0.7190	0.7950	0.6850	0.7130	0.7220	0.7220
81	total scene	2.2720	0.7700	0.8320	0.8110	0.7750	0.7730	0.7860
81	scene 1	2.1380	0.6660	0.7390	0.6090	0.6840	0.6880	0.7050
81	scene 2	2.1380	0.7220	0.8270	0.8130	0.7120	0.7250	0.7490
81	scene 3	2.1380	0.7350	0.8020	0.7700	0.7390	0.7530	0.7690
81	scene 4	2.1380	0.7190	0.7930	0.6910	0.7120	0.7220	0.7220
82	total scene	2.2740	0.7700	0.8320	0.8040	0.7750	0.7730	0.7860
82	scene 1	2.1360	0.6660	0.7400	0.6250	0.6820	0.6860	0.7040
82	scene 2	2.1360	0.7230	0.8270	0.8040	0.7120	0.7250	0.7500
82	scene 3	2.1360	0.7350	0.8010	0.7660	0.7390	0.7520	0.7680
82	scene 4	2.1360	0.7190	0.7960	0.6610	0.7130	0.7220	0.7220
83	total scene	2.2750	0.7700	0.8330	0.8100	0.7750	0.7730	0.7860
83	scene 1	2.1360	0.6670	0.7320	0.5440	0.6830	0.6880	0.7050
83	scene 2	2.1360	0.7230	0.8280	0.8130	0.7120	0.7250	0.7490
83	scene 3	2.1360	0.7350	0.8050	0.7700	0.7390	0.7520	0.7680
83	scene 4	2.1360	0.7180	0.7930	0.6950	0.7120	0.7210	0.7210
84	total scene	2.2750	0.7700	0.8340	0.8130	0.7750	0.7730	0.7860
84	scene 1	2.1360	0.6660	0.7410	0.6160	0.6830	0.6870	0.7040
84	scene 2	2.1360	0.7230	0.8290	0.8130	0.7120	0.7250	0.7490
84	scene 3	2.1360	0.7350	0.8000	0.7710	0.7400	0.7530	0.7680
84	scene 4	2.1360	0.7180	0.7940	0.6860	0.7120	0.7220	0.7220
85	total scene	2.2730	0.7700	0.8350	0.8080	0.7750	0.7730	0.7860
85	scene 1	2.1350	0.6670	0.7420	0.6020	0.6810	0.6860	0.7020
85	scene 2	2.1350	0.7230	0.8300	0.8100	0.7120	0.7250	0.7490
85	scene 3	2.1350	0.7340	0.7990	0.7730	0.7390	0.7520	0.7680
85	scene 4	2.1350	0.7190	0.8000	0.6720	0.7120	0.7220	0.7220
86	total scene	2.2740	0.7700	0.8360	0.8080	0.7750	0.7730	0.7860
86	scene 1	2.1340	0.6670	0.7390	0.5450	0.6830	0.6880	0.7050
86	scene 2	2.1340	0.7230	0.8310	0.8090	0.7120	0.7250	0.7500
86	scene 3	2.1340	0.7350	0.8070	0.7700	0.7390	0.7520	0.7680
86	scene 4	2.1340	0.7180	0.7990	0.6740	0.7120	0.7220	0.7220
87	total scene	2.2720	0.7690	0.8360	0.8080	0.7750	0.7730	0.7860
87	scene 1	2.1340	0.6660	0.7400	0.5730	0.6830	0.6880	0.7040
87	scene 2	2.1340	0.7220	0.8310	0.8080	0.7120	0.7250	0.7500
87	scene 3	2.1340	0.7340	0.8080	0.7750	0.7390	0.7520	0.7680
87	scene 4	2.1340	0.7180	0.7960	0.6790	0.7120	0.7220	0.7220
88	total scene	2.2800	0.7690	0.8350	0.8080	0.7750	0.7730	0.7860
88	scene 1	2.1320	0.6660	0.7420	0.5720	0.6830	0.6870	0.7040
88	scene 2	2.1320	0.7220	0.8300	0.8080	0.7120	0.7250	0.7490
88	scene 3	2.1320	0.7350	0.8010	0.7620	0.7390	0.7520	0.7680
88	scene 4	2.1320	0.7180	0.7980	0.7000	0.7120	0.7220	0.7220
89	total scene	2.2760	0.7700	0.8380	0.8150	0.7750	0.7730	0.7860
89	scene 1	2.1320	0.6660	0.7400	0.5600	0.6820	0.6860	0.7030
89	scene 2	2.1320	0.7230	0.8330	0.8160	0.7120	0.7250	0.7500
89	scene 3	2.1320	0.7350	0.8100	0.7780	0.7400	0.7530	0.7680
89	scene 4	2.1320	0.7180	0.8010	0.6770	0.7120	0.7210	0.7210
90	total scene	2.2770	0.7690	0.8380	0.8110	0.7750	0.7730	0.7860
90	scene 1	2.1320	0.6660	0.7430	0.5160	0.6810	0.6860	0.7020
90	scene 2	2.1320	0.7220	0.8340	0.8120	0.7120	0.7250	0.7490
90	scene 3	2.1320	0.7350	0.8040	0.7710	0.7390	0.7530	0.7680
90	scene 4	2.1320	0.7170	0.8020	0.6930	0.7110	0.7210	0.7210
91	total scene	2.2760	0.7690	0.8380	0.8060	0.7750	0.7720	0.7860
91	scene 1	2.1300	0.6660	0.7430	0.5660	0.6830	0.6870	0.7040
91	scene 2	2.1300	0.7220	0.8340	0.8070	0.7120	0.7250	0.7490
91	scene 3	2.1300	0.7350	0.8060	0.7650	0.7380	0.7520	0.7680
91	scene 4	2.1300	0.7180	0.8020	0.6940	0.7110	0.7210	0.7210
92	total scene	2.2710	0.7690	0.8400	0.8110	0.7750	0.7730	0.7860
92	scene 1	2.1300	0.6660	0.7380	0.5910	0.6820	0.6860	0.7030
92	scene 2	2.1300	0.7220	0.8350	0.8130	0.7120	0.7250	0.7500
92	scene 3	2.1300	0.7340	0.8120	0.7630	0.7390	0.7520	0.7680
92	scene 4	2.1300	0.7180	0.8040	0.6790	0.7120	0.7210	0.7210
93	total scene	2.2790	0.7690	0.8390	0.8090	0.7750	0.7730	0.7860
93	scene 1	2.1290	0.6650	0.7450	0.5600	0.6820	0.6850	0.7020
93	scene 2	2.1290	0.7220	0.8350	0.8100	0.7120	0.7250	0.7490
93	scene 3	2.1290	0.7340	0.8030	0.7830	0.7380	0.7520	0.7670
93	scene 4	2.1290	0.7180	0.8030	0.6780	0.7110	0.7210	0.7210
94	total scene	2.2760	0.7690	0.8400	0.7990	0.7750	0.7720	0.7860
94	scene 1	2.1290	0.6650	0.7470	0.5600	0.6810	0.6850	0.7020
94	scene 2	2.1290	0.7220	0.8360	0.8020	0.7120	0.7240	0.7490
94	scene 3	2.1290	0.7340	0.8010	0.7590	0.7390	0.7520	0.7680
94	scene 4	2.1290	0.7180	0.8030	0.6840	0.7110	0.7210	0.7210
95	total scene	2.2780	0.7690	0.8410	0.8030	0.7750	0.7720	0.7860
95	scene 1	2.1280	0.6650	0.7440	0.5800	0.6810	0.6850	0.7040
95	scene 2	2.1280	0.7220	0.8370	0.8040	0.7120	0.7250	0.7500
95	scene 3	2.1280	0.7340	0.8060	0.7620	0.7390	0.7520	0.7680
95	scene 4	2.1280	0.7180	0.8040	0.6780	0.7120	0.7210	0.7210
96	total scene	2.2740	0.7690	0.8410	0.8110	0.7750	0.7720	0.7860
96	scene 1	2.1280	0.6660	0.7480	0.5310	0.6820	0.6860	0.7040
96	scene 2	2.1280	0.7220	0.8360	0.8140	0.7120	0.7250	0.7490
96	scene 3	2.1280	0.7350	0.8090	0.7830	0.7390	0.7530	0.7680
96	scene 4	2.1280	0.7180	0.8060	0.6600	0.7110	0.7210	0.7210
97	total scene	2.2730	0.7690	0.8420	0.8080	0.7750	0.7720	0.7860
97	scene 1	2.1270	0.6660	0.7430	0.5320	0.6820	0.6860	0.7030
97	scene 2	2.1270	0.7220	0.8380	0.8090	0.7120	0.7250	0.7500
97	scene 3	2.1270	0.7340	0.8070	0.7630	0.7380	0.7520	0.7680
97	scene 4	2.1270	0.7180	0.8070	0.6990	0.7110	0.7210	0.7210
98	total scene	2.2720	0.7690	0.8430	0.8130	0.7750	0.7720	0.7860
98	scene 1	2.1270	0.6660	0.7430	0.5800	0.6820	0.6860	0.7010
98	scene 2	2.1270	0.7220	0.8390	0.8150	0.7120	0.7250	0.7490
98	scene 3	2.1270	0.7340	0.8140	0.7670	0.7380	0.7510	0.7670
98	scene 4	2.1270	0.7180	0.8060	0.6940	0.7110	0.7210	0.7210
99	total scene	2.2760	0.7690	0.8430	0.8100	0.7750	0.7720	0.7860
99	scene 1	2.1260	0.6660	0.7420	0.5040	0.6820	0.6850	0.7020
99	scene 2	2.1260	0.7220	0.8400	0.8140	0.7120	0.7240	0.7490
99	scene 3	2.1260	0.7340	0.8140	0.7660	0.7390	0.7510	0.7670
99	scene 4	2.1260	0.7170	0.8070	0.6950	0.7110	0.7200	0.7200
100	total scene	2.2720	0.7690	0.8430	0.8120	0.7750	0.7720	0.7860
100	scene 1	2.1260	0.6660	0.7430	0.5200	0.6820	0.6850	0.7020
100	scene 2	2.1260	0.7220	0.8390	0.8130	0.7120	0.7240	0.7490
100	scene 3	2.1260	0.7340	0.8090	0.7770	0.7390	0.7520	0.7670
100	scene 4	2.1260	0.7170	0.8070	0.6930	0.7110	0.7200	0.7200
