epoch 	 scene 	 val_loss 	 click_auc 	 like_auc 	 follow_auc 	 5s_auc 	 10s_auc 	 18s_auc
66	scene 2	2.1510	0.7220	0.8180	0.8170	0.7120	0.7240	0.7500
66	scene 3	2.1510	0.7330	0.8100	0.7610	0.7370	0.7510	0.7670
66	scene 4	2.1510	0.7180	0.7880	0.8020	0.7120	0.7210	0.7210
67	total scene	2.2720	0.7690	0.8250	0.8250	0.7750	0.7730	0.7870
67	scene 1	2.1510	0.6580	0.7600	0.6610	0.6730	0.6780	0.7020
67	scene 2	2.1510	0.7230	0.8170	0.8220	0.7120	0.7250	0.7500
67	scene 3	2.1510	0.7350	0.8150	0.7560	0.7380	0.7520	0.7680
67	scene 4	2.1510	0.7190	0.7870	0.7920	0.7120	0.7210	0.7210
68	total scene	2.2720	0.7690	0.8260	0.8170	0.7750	0.7730	0.7870
68	scene 1	2.1500	0.6590	0.7640	0.6440	0.6740	0.6790	0.7010
68	scene 2	2.1500	0.7230	0.8190	0.8130	0.7120	0.7250	0.7510
68	scene 3	2.1500	0.7330	0.8170	0.7530	0.7360	0.7510	0.7670
68	scene 4	2.1500	0.7190	0.7890	0.7810	0.7120	0.7210	0.7210
69	total scene	2.2750	0.7700	0.8260	0.8240	0.7750	0.7730	0.7870
69	scene 1	2.1490	0.6580	0.7620	0.6300	0.6730	0.6780	0.7010
69	scene 2	2.1490	0.7230	0.8180	0.8190	0.7120	0.7250	0.7500
69	scene 3	2.1490	0.7340	0.8160	0.7640	0.7370	0.7500	0.7670
69	scene 4	2.1490	0.7190	0.7910	0.7950	0.7120	0.7210	0.7210
70	total scene	2.2710	0.7690	0.8270	0.8180	0.7750	0.7730	0.7870
70	scene 1	2.1470	0.6580	0.7640	0.5630	0.6730	0.6780	0.7010
70	scene 2	2.1470	0.7230	0.8190	0.8130	0.7120	0.7250	0.7510
70	scene 3	2.1470	0.7340	0.8130	0.7620	0.7370	0.7510	0.7680
70	scene 4	2.1470	0.7190	0.7910	0.7960	0.7130	0.7220	0.7220
71	total scene	2.2730	0.7700	0.8290	0.8220	0.7750	0.7730	0.7870
71	scene 1	2.1460	0.6590	0.7620	0.6320	0.6740	0.6780	0.7020
71	scene 2	2.1460	0.7230	0.8220	0.8180	0.7120	0.7250	0.7510
71	scene 3	2.1460	0.7330	0.8180	0.7600	0.7370	0.7500	0.7670
71	scene 4	2.1460	0.7190	0.7920	0.8000	0.7120	0.7210	0.7210
72	total scene	2.2710	0.7690	0.8300	0.8170	0.7750	0.7730	0.7870
72	scene 1	2.1460	0.6580	0.7670	0.5970	0.6750	0.6790	0.7010
72	scene 2	2.1460	0.7230	0.8230	0.8140	0.7120	0.7250	0.7500
72	scene 3	2.1460	0.7330	0.8130	0.7510	0.7360	0.7510	0.7670
72	scene 4	2.1460	0.7190	0.7940	0.8090	0.7120	0.7220	0.7220
73	total scene	2.2770	0.7690	0.8310	0.8030	0.7750	0.7730	0.7870
73	scene 1	2.1450	0.6590	0.7660	0.4980	0.6740	0.6780	0.7020
73	scene 2	2.1450	0.7220	0.8240	0.7960	0.7110	0.7250	0.7510
73	scene 3	2.1450	0.7330	0.8150	0.7540	0.7350	0.7500	0.7670
73	scene 4	2.1450	0.7190	0.7960	0.7710	0.7120	0.7220	0.7220
74	total scene	2.2710	0.7700	0.8310	0.8150	0.7750	0.7730	0.7870
74	scene 1	2.1440	0.6600	0.7660	0.5920	0.6740	0.6780	0.7020
74	scene 2	2.1440	0.7230	0.8240	0.8100	0.7120	0.7250	0.7510
74	scene 3	2.1440	0.7330	0.8150	0.7420	0.7360	0.7500	0.7670
74	scene 4	2.1440	0.7190	0.7930	0.8120	0.7130	0.7220	0.7220
75	total scene	2.2710	0.7690	0.8320	0.8210	0.7750	0.7730	0.7870
75	scene 1	2.1420	0.6590	0.7680	0.5430	0.6740	0.6790	0.7020
75	scene 2	2.1420	0.7230	0.8250	0.8180	0.7120	0.7250	0.7510
75	scene 3	2.1420	0.7320	0.8180	0.7600	0.7360	0.7490	0.7670
75	scene 4	2.1420	0.7190	0.7960	0.7860	0.7130	0.7220	0.7220
76	total scene	2.2730	0.7690	0.8330	0.8200	0.7750	0.7720	0.7870
76	scene 1	2.1420	0.6590	0.7690	0.4490	0.6750	0.6790	0.7020
76	scene 2	2.1420	0.7220	0.8260	0.8170	0.7120	0.7250	0.7500
76	scene 3	2.1420	0.7330	0.8160	0.7600	0.7350	0.7490	0.7660
76	scene 4	2.1420	0.7190	0.7970	0.7760	0.7120	0.7210	0.7210
77	total scene	2.2740	0.7690	0.8340	0.8250	0.7750	0.7730	0.7870
77	scene 1	2.1410	0.6580	0.7680	0.6290	0.6740	0.6780	0.7020
77	scene 2	2.1410	0.7230	0.8280	0.8210	0.7120	0.7250	0.7510
77	scene 3	2.1410	0.7320	0.8190	0.7660	0.7350	0.7490	0.7670
77	scene 4	2.1410	0.7190	0.7970	0.8050	0.7120	0.7220	0.7220
78	total scene	2.2730	0.7690	0.8350	0.8110	0.7750	0.7730	0.7870
78	scene 1	2.1400	0.6600	0.7670	0.4530	0.6740	0.6780	0.7010
78	scene 2	2.1400	0.7230	0.8290	0.8050	0.7120	0.7250	0.7510
78	scene 3	2.1400	0.7320	0.8170	0.7580	0.7350	0.7490	0.7660
78	scene 4	2.1400	0.7190	0.8000	0.7960	0.7120	0.7220	0.7220
79	total scene	2.2740	0.7690	0.8340	0.8170	0.7750	0.7730	0.7870
79	scene 1	2.1390	0.6590	0.7670	0.6070	0.6740	0.6780	0.7010
79	scene 2	2.1390	0.7230	0.8280	0.8130	0.7120	0.7250	0.7510
79	scene 3	2.1390	0.7320	0.8220	0.7510	0.7350	0.7480	0.7660
79	scene 4	2.1390	0.7190	0.7970	0.7840	0.7120	0.7220	0.7220
80	total scene	2.2710	0.7690	0.8360	0.8190	0.7750	0.7730	0.7870
80	scene 1	2.1380	0.6590	0.7710	0.5080	0.6750	0.6790	0.7020
80	scene 2	2.1380	0.7230	0.8290	0.8150	0.7120	0.7250	0.7510
80	scene 3	2.1380	0.7320	0.8230	0.7560	0.7350	0.7490	0.7660
80	scene 4	2.1380	0.7190	0.8010	0.8090	0.7120	0.7220	0.7220
81	total scene	2.2720	0.7690	0.8360	0.8170	0.7750	0.7730	0.7870
81	scene 1	2.1370	0.6600	0.7700	0.5500	0.6740	0.6780	0.7010
81	scene 2	2.1370	0.7230	0.8300	0.8140	0.7120	0.7250	0.7510
81	scene 3	2.1370	0.7320	0.8210	0.7650	0.7340	0.7490	0.7660
81	scene 4	2.1370	0.7190	0.8040	0.7880	0.7120	0.7220	0.7220
82	total scene	2.2730	0.7690	0.8380	0.8210	0.7750	0.7730	0.7870
82	scene 1	2.1370	0.6590	0.7700	0.5750	0.6750	0.6790	0.7020
82	scene 2	2.1370	0.7230	0.8310	0.8160	0.7120	0.7250	0.7510
82	scene 3	2.1370	0.7310	0.8230	0.7550	0.7350	0.7480	0.7660
82	scene 4	2.1370	0.7190	0.8040	0.7960	0.7120	0.7220	0.7220
83	total scene	2.2730	0.7690	0.8380	0.8200	0.7750	0.7730	0.7870
83	scene 1	2.1360	0.6590	0.7720	0.5060	0.6740	0.6780	0.7020
83	scene 2	2.1360	0.7230	0.8320	0.8190	0.7120	0.7250	0.7510
83	scene 3	2.1360	0.7320	0.8200	0.7590	0.7350	0.7490	0.7660
83	scene 4	2.1360	0.7190	0.8070	0.7710	0.7120	0.7210	0.7210
84	total scene	2.2730	0.7690	0.8380	0.8200	0.7750	0.7730	0.7870
84	scene 1	2.1350	0.6580	0.7660	0.6450	0.6740	0.6770	0.7000
84	scene 2	2.1350	0.7230	0.8320	0.8180	0.7120	0.7250	0.7510
84	scene 3	2.1350	0.7320	0.8240	0.7540	0.7350	0.7490	0.7670
84	scene 4	2.1350	0.7190	0.8050	0.7940	0.7120	0.7220	0.7220
85	total scene	2.2710	0.7690	0.8390	0.8160	0.7750	0.7730	0.7870
85	scene 1	2.1340	0.6600	0.7700	0.6910	0.6750	0.6780	0.7030
85	scene 2	2.1340	0.7230	0.8320	0.8100	0.7120	0.7250	0.7510
85	scene 3	2.1340	0.7310	0.8220	0.7560	0.7340	0.7480	0.7660
85	scene 4	2.1340	0.7190	0.8050	0.8000	0.7120	0.7220	0.7220
86	total scene	2.2720	0.7690	0.8400	0.8240	0.7750	0.7730	0.7870
86	scene 1	2.1330	0.6580	0.7720	0.7260	0.6740	0.6770	0.7000
86	scene 2	2.1330	0.7230	0.8330	0.8200	0.7120	0.7250	0.7510
86	scene 3	2.1330	0.7320	0.8230	0.7510	0.7350	0.7490	0.7660
86	scene 4	2.1330	0.7190	0.8080	0.8070	0.7130	0.7220	0.7220
87	total scene	2.2730	0.7690	0.8390	0.8160	0.7750	0.7720	0.7860
87	scene 1	2.1330	0.6590	0.7690	0.5830	0.6750	0.6790	0.7030
87	scene 2	2.1330	0.7230	0.8330	0.8120	0.7120	0.7250	0.7500
87	scene 3	2.1330	0.7320	0.8230	0.7580	0.7330	0.7480	0.7650
87	scene 4	2.1330	0.7190	0.8080	0.8020	0.7120	0.7210	0.7210
88	total scene	2.2730	0.7690	0.8380	0.8170	0.7750	0.7730	0.7870
88	scene 1	2.1320	0.6590	0.7700	0.6620	0.6750	0.6780	0.7010
88	scene 2	2.1320	0.7230	0.8320	0.8110	0.7120	0.7250	0.7510
88	scene 3	2.1320	0.7320	0.8240	0.7660	0.7340	0.7480	0.7660
88	scene 4	2.1320	0.7190	0.8080	0.7910	0.7120	0.7220	0.7220
89	total scene	2.2730	0.7690	0.8400	0.8170	0.7750	0.7720	0.7870
89	scene 1	2.1310	0.6590	0.7700	0.5240	0.6740	0.6770	0.7020
89	scene 2	2.1310	0.7220	0.8340	0.8130	0.7120	0.7250	0.7510
89	scene 3	2.1310	0.7320	0.8240	0.7700	0.7340	0.7480	0.7650
89	scene 4	2.1310	0.7180	0.8110	0.7750	0.7110	0.7210	0.7210
90	total scene	2.2730	0.7690	0.8400	0.8110	0.7750	0.7720	0.7870
90	scene 1	2.1300	0.6580	0.7710	0.3760	0.6740	0.6770	0.7020
90	scene 2	2.1300	0.7230	0.8340	0.8070	0.7120	0.7250	0.7510
90	scene 3	2.1300	0.7320	0.8230	0.7610	0.7340	0.7490	0.7660
90	scene 4	2.1300	0.7190	0.8100	0.7670	0.7120	0.7210	0.7210
91	total scene	2.2740	0.7690	0.8430	0.8200	0.7750	0.7720	0.7870
91	scene 1	2.1300	0.6590	0.7730	0.5700	0.6740	0.6780	0.7010
91	scene 2	2.1300	0.7230	0.8360	0.8170	0.7120	0.7250	0.7510
91	scene 3	2.1300	0.7310	0.8280	0.7580	0.7340	0.7470	0.7650
91	scene 4	2.1300	0.7190	0.8130	0.7770	0.7120	0.7210	0.7210
92	total scene	2.2740	0.7690	0.8440	0.8230	0.7740	0.7720	0.7870
92	scene 1	2.1290	0.6590	0.7720	0.6280	0.6750	0.6780	0.7020
92	scene 2	2.1290	0.7220	0.8380	0.8210	0.7110	0.7250	0.7500
92	scene 3	2.1290	0.7300	0.8260	0.7660	0.7330	0.7480	0.7650
92	scene 4	2.1290	0.7180	0.8120	0.7900	0.7110	0.7210	0.7210
93	total scene	2.2760	0.7690	0.8450	0.8240	0.7750	0.7720	0.7870
93	scene 1	2.1290	0.6580	0.7740	0.6660	0.6740	0.6770	0.7010
93	scene 2	2.1290	0.7220	0.8390	0.8200	0.7120	0.7250	0.7510
93	scene 3	2.1290	0.7310	0.8270	0.7630	0.7330	0.7470	0.7640
93	scene 4	2.1290	0.7180	0.8140	0.8110	0.7120	0.7210	0.7210
94	total scene	2.2740	0.7690	0.8430	0.8190	0.7750	0.7720	0.7870
94	scene 1	2.1270	0.6580	0.7750	0.7180	0.6730	0.6770	0.7000
94	scene 2	2.1270	0.7230	0.8380	0.8160	0.7120	0.7250	0.7510
94	scene 3	2.1270	0.7310	0.8220	0.7600	0.7330	0.7480	0.7650
94	scene 4	2.1270	0.7190	0.8130	0.7960	0.7120	0.7210	0.7210
95	total scene	2.2710	0.7690	0.8430	0.8180	0.7750	0.7720	0.7870
95	scene 1	2.1270	0.6590	0.7760	0.6760	0.6750	0.6780	0.7030
95	scene 2	2.1270	0.7220	0.8370	0.8150	0.7120	0.7250	0.7510
95	scene 3	2.1270	0.7310	0.8250	0.7600	0.7330	0.7470	0.7650
95	scene 4	2.1270	0.7190	0.8140	0.7870	0.7120	0.7210	0.7210
96	total scene	2.2770	0.7690	0.8440	0.8190	0.7740	0.7720	0.7870
96	scene 1	2.1270	0.6600	0.7750	0.6700	0.6750	0.6770	0.7010
96	scene 2	2.1270	0.7220	0.8380	0.8170	0.7110	0.7250	0.7500
96	scene 3	2.1270	0.7300	0.8250	0.7600	0.7330	0.7470	0.7650
96	scene 4	2.1270	0.7180	0.8130	0.7900	0.7120	0.7210	0.7210
97	total scene	2.2800	0.7690	0.8450	0.8190	0.7750	0.7720	0.7870
97	scene 1	2.1260	0.6590	0.7740	0.6040	0.6750	0.6780	0.7010
97	scene 2	2.1260	0.7220	0.8400	0.8140	0.7120	0.7250	0.7510
97	scene 3	2.1260	0.7310	0.8300	0.7620	0.7330	0.7470	0.7650
97	scene 4	2.1260	0.7180	0.8160	0.8040	0.7120	0.7210	0.7210
98	total scene	2.2790	0.7680	0.8470	0.8190	0.7740	0.7720	0.7870
98	scene 1	2.1250	0.6600	0.7770	0.6660	0.6760	0.6780	0.7020
98	scene 2	2.1250	0.7220	0.8410	0.8150	0.7100	0.7240	0.7510
98	scene 3	2.1250	0.7300	0.8290	0.7640	0.7320	0.7480	0.7650
98	scene 4	2.1250	0.7170	0.8190	0.8020	0.7110	0.7210	0.7210
99	total scene	2.2790	0.7690	0.8460	0.8190	0.7740	0.7720	0.7870
99	scene 1	2.1250	0.6590	0.7750	0.5300	0.6750	0.6770	0.7010
99	scene 2	2.1250	0.7220	0.8410	0.8140	0.7120	0.7250	0.7510
99	scene 3	2.1250	0.7310	0.8310	0.7610	0.7330	0.7480	0.7650
99	scene 4	2.1250	0.7180	0.8160	0.8120	0.7110	0.7200	0.7200
100	total scene	2.2730	0.7680	0.8470	0.8090	0.7740	0.7720	0.7870
100	scene 1	2.1240	0.6570	0.7780	0.4970	0.6740	0.6760	0.6980
100	scene 2	2.1240	0.7220	0.8420	0.8050	0.7110	0.7240	0.7500
100	scene 3	2.1240	0.7300	0.8310	0.7630	0.7320	0.7460	0.7650
100	scene 4	2.1240	0.7180	0.8180	0.7760	0.7110	0.7200	0.7200
