epoch 	 scene 	 val_loss 	 click_auc 	 like_auc 	 follow_auc 	 5s_auc 	 10s_auc 	 18s_auc
66	scene 1	2.4050	0.5810	0.5170	0.9010	0.5800	0.5940	0.6260
66	scene 2	2.4050	0.6570	0.5490	0.5920	0.6440	0.6680	0.6820
66	scene 3	2.4050	0.6630	0.5090	0.4210	0.6610	0.6750	0.6860
66	scene 4	2.4050	0.6430	0.5710	0.5900	0.6380	0.6580	0.6580
67	total scene	2.4210	0.7220	0.5900	0.5780	0.7270	0.7290	0.7340
67	scene 1	2.4040	0.5650	0.5680	0.6500	0.5790	0.5920	0.6220
67	scene 2	2.4040	0.6610	0.5450	0.5340	0.6470	0.6710	0.6850
67	scene 3	2.4040	0.6720	0.5180	0.4530	0.6710	0.6900	0.7000
67	scene 4	2.4040	0.6380	0.5730	0.5920	0.6360	0.6490	0.6490
68	total scene	2.4260	0.7220	0.5900	0.6010	0.7270	0.7290	0.7340
68	scene 1	2.3990	0.5810	0.5620	0.6630	0.5840	0.6030	0.6320
68	scene 2	2.3990	0.6610	0.5440	0.5530	0.6480	0.6700	0.6850
68	scene 3	2.3990	0.6630	0.5790	0.4880	0.6660	0.6810	0.6900
68	scene 4	2.3990	0.6460	0.5560	0.6800	0.6450	0.6590	0.6590
69	total scene	2.4190	0.7230	0.5900	0.5910	0.7280	0.7300	0.7350
69	scene 1	2.3990	0.5700	0.5500	0.8420	0.5710	0.5860	0.6130
69	scene 2	2.3990	0.6610	0.5430	0.5450	0.6490	0.6710	0.6870
69	scene 3	2.3990	0.6770	0.5550	0.4900	0.6760	0.6900	0.7050
69	scene 4	2.3990	0.6460	0.5820	0.5950	0.6410	0.6590	0.6590
70	total scene	2.4180	0.7240	0.5880	0.6360	0.7280	0.7290	0.7330
70	scene 1	2.3980	0.5730	0.5350	0.7200	0.5780	0.5930	0.6160
70	scene 2	2.3980	0.6630	0.5420	0.5780	0.6490	0.6710	0.6850
70	scene 3	2.3980	0.6780	0.5720	0.6520	0.6770	0.6910	0.6990
70	scene 4	2.3980	0.6420	0.5510	0.7110	0.6410	0.6540	0.6540
71	total scene	2.4170	0.7240	0.5870	0.6200	0.7290	0.7300	0.7340
71	scene 1	2.3960	0.5740	0.5200	0.3770	0.5820	0.5990	0.6330
71	scene 2	2.3960	0.6630	0.5400	0.5760	0.6500	0.6710	0.6850
71	scene 3	2.3960	0.6750	0.5830	0.5190	0.6710	0.6930	0.7040
71	scene 4	2.3960	0.6480	0.5670	0.6860	0.6440	0.6590	0.6590
72	total scene	2.4160	0.7240	0.5930	0.6240	0.7290	0.7310	0.7350
72	scene 1	2.3930	0.5870	0.5310	0.3290	0.5890	0.6110	0.6390
72	scene 2	2.3930	0.6630	0.5480	0.5830	0.6500	0.6730	0.6860
72	scene 3	2.3930	0.6730	0.5530	0.5180	0.6730	0.6860	0.6950
72	scene 4	2.3930	0.6450	0.5590	0.6510	0.6420	0.6610	0.6610
73	total scene	2.4120	0.7260	0.5870	0.5920	0.7300	0.7330	0.7370
73	scene 1	2.3920	0.5790	0.5490	0.7990	0.5860	0.6010	0.6330
73	scene 2	2.3920	0.6650	0.5390	0.5430	0.6510	0.6740	0.6880
73	scene 3	2.3920	0.6840	0.5480	0.4730	0.6850	0.7010	0.7060
73	scene 4	2.3920	0.6500	0.5710	0.6660	0.6450	0.6650	0.6650
74	total scene	2.4130	0.7260	0.5940	0.6170	0.7310	0.7320	0.7360
74	scene 1	2.3890	0.5820	0.5390	0.7350	0.5880	0.6020	0.6330
74	scene 2	2.3890	0.6650	0.5490	0.5670	0.6520	0.6730	0.6870
74	scene 3	2.3890	0.6860	0.5640	0.5430	0.6850	0.6990	0.7040
74	scene 4	2.3890	0.6490	0.5730	0.6820	0.6440	0.6630	0.6630
75	total scene	2.4180	0.7240	0.5950	0.6200	0.7290	0.7310	0.7350
75	scene 1	2.3880	0.5850	0.5640	0.3700	0.5930	0.6130	0.6340
75	scene 2	2.3880	0.6630	0.5490	0.5730	0.6500	0.6720	0.6870
75	scene 3	2.3880	0.6790	0.5660	0.5350	0.6830	0.6980	0.7080
75	scene 4	2.3880	0.6410	0.5680	0.7040	0.6390	0.6560	0.6560
76	total scene	2.4090	0.7270	0.5990	0.6060	0.7320	0.7340	0.7390
76	scene 1	2.3860	0.5780	0.5890	0.9960	0.5850	0.5990	0.6190
76	scene 2	2.3860	0.6670	0.5550	0.5500	0.6550	0.6770	0.6920
76	scene 3	2.3860	0.6750	0.5680	0.5830	0.6740	0.6890	0.6960
76	scene 4	2.3860	0.6520	0.5720	0.5990	0.6470	0.6620	0.6620
77	total scene	2.4060	0.7280	0.5970	0.6110	0.7320	0.7350	0.7390
77	scene 1	2.3850	0.5790	0.5400	0.1960	0.5820	0.6020	0.6290
77	scene 2	2.3850	0.6680	0.5520	0.5700	0.6550	0.6770	0.6920
77	scene 3	2.3850	0.6730	0.5580	0.4930	0.6750	0.6910	0.7020
77	scene 4	2.3850	0.6510	0.5860	0.6250	0.6470	0.6670	0.6670
78	total scene	2.4060	0.7280	0.5940	0.6010	0.7330	0.7350	0.7400
78	scene 1	2.3830	0.5820	0.5460	0.0670	0.5890	0.6000	0.6250
78	scene 2	2.3830	0.6680	0.5490	0.5550	0.6560	0.6770	0.6930
78	scene 3	2.3830	0.6830	0.5480	0.5300	0.6840	0.7010	0.7080
78	scene 4	2.3830	0.6490	0.5760	0.5930	0.6480	0.6610	0.6610
79	total scene	2.4110	0.7260	0.5980	0.6300	0.7320	0.7330	0.7370
79	scene 1	2.3810	0.5770	0.5670	0.4300	0.5860	0.6040	0.6300
79	scene 2	2.3810	0.6650	0.5540	0.5830	0.6540	0.6750	0.6880
79	scene 3	2.3810	0.6830	0.5570	0.5310	0.6880	0.7030	0.7110
79	scene 4	2.3810	0.6470	0.5760	0.7860	0.6450	0.6610	0.6610
80	total scene	2.4020	0.7300	0.5930	0.5940	0.7340	0.7370	0.7410
80	scene 1	2.3790	0.5900	0.5420	0.5840	0.6040	0.6220	0.6500
80	scene 2	2.3790	0.6710	0.5480	0.5390	0.6580	0.6810	0.6940
80	scene 3	2.3790	0.6720	0.5620	0.5210	0.6760	0.6920	0.7050
80	scene 4	2.3790	0.6510	0.5710	0.7060	0.6480	0.6640	0.6640
81	total scene	2.4060	0.7280	0.6020	0.6380	0.7330	0.7340	0.7400
81	scene 1	2.3780	0.5900	0.5640	0.4940	0.6020	0.6200	0.6530
81	scene 2	2.3780	0.6680	0.5580	0.5890	0.6550	0.6760	0.6930
81	scene 3	2.3780	0.6810	0.5700	0.6150	0.6790	0.6920	0.7070
81	scene 4	2.3780	0.6560	0.5750	0.7110	0.6500	0.6670	0.6670
82	total scene	2.3970	0.7310	0.5980	0.6030	0.7360	0.7380	0.7430
82	scene 1	2.3750	0.5820	0.5540	0.4570	0.5910	0.6110	0.6440
82	scene 2	2.3750	0.6730	0.5530	0.5530	0.6600	0.6820	0.6960
82	scene 3	2.3750	0.6830	0.5600	0.5620	0.6840	0.6960	0.7050
82	scene 4	2.3750	0.6580	0.5650	0.6090	0.6540	0.6720	0.6720
83	total scene	2.3960	0.7320	0.5980	0.6300	0.7370	0.7390	0.7430
83	scene 1	2.3720	0.5880	0.5890	0.3430	0.5970	0.6140	0.6370
83	scene 2	2.3720	0.6730	0.5520	0.5830	0.6610	0.6820	0.6960
83	scene 3	2.3720	0.6890	0.5840	0.5570	0.6860	0.7050	0.7150
83	scene 4	2.3720	0.6610	0.5740	0.6920	0.6580	0.6730	0.6730
84	total scene	2.4070	0.7310	0.5980	0.6080	0.7370	0.7380	0.7420
84	scene 1	2.3730	0.5840	0.5540	0.4410	0.5900	0.5980	0.6300
84	scene 2	2.3730	0.6730	0.5530	0.5670	0.6600	0.6810	0.6950
84	scene 3	2.3730	0.6810	0.5700	0.4750	0.6820	0.6980	0.7090
84	scene 4	2.3730	0.6580	0.5900	0.6640	0.6560	0.6690	0.6690
85	total scene	2.3990	0.7330	0.6030	0.6210	0.7380	0.7390	0.7440
85	scene 1	2.3700	0.5920	0.5400	0.3510	0.6020	0.6150	0.6390
85	scene 2	2.3700	0.6750	0.5590	0.5770	0.6620	0.6830	0.6980
85	scene 3	2.3700	0.6810	0.5720	0.5570	0.6860	0.6970	0.7050
85	scene 4	2.3700	0.6580	0.5900	0.6240	0.6570	0.6700	0.6700
86	total scene	2.3990	0.7310	0.6000	0.6260	0.7360	0.7380	0.7440
86	scene 1	2.3700	0.5850	0.5690	0.6400	0.5920	0.6030	0.6250
86	scene 2	2.3700	0.6730	0.5550	0.5880	0.6600	0.6820	0.6980
86	scene 3	2.3700	0.6800	0.5720	0.4800	0.6830	0.6960	0.7100
86	scene 4	2.3700	0.6550	0.5900	0.6660	0.6540	0.6710	0.6710
87	total scene	2.3950	0.7320	0.6010	0.6320	0.7370	0.7380	0.7430
87	scene 1	2.3660	0.5900	0.5740	0.0570	0.5970	0.6120	0.6420
87	scene 2	2.3660	0.6720	0.5570	0.5940	0.6600	0.6800	0.6950
87	scene 3	2.3660	0.6920	0.5760	0.5200	0.6890	0.7100	0.7230
87	scene 4	2.3660	0.6610	0.5790	0.6930	0.6570	0.6740	0.6740
88	total scene	2.3950	0.7330	0.5990	0.6360	0.7380	0.7390	0.7440
88	scene 1	2.3660	0.5810	0.5120	0.8270	0.5930	0.6130	0.6400
88	scene 2	2.3660	0.6760	0.5560	0.6020	0.6630	0.6830	0.6970
88	scene 3	2.3660	0.6860	0.5500	0.4910	0.6870	0.7020	0.7120
88	scene 4	2.3660	0.6600	0.5760	0.6710	0.6560	0.6720	0.6720
89	total scene	2.4000	0.7340	0.6010	0.6130	0.7380	0.7400	0.7440
89	scene 1	2.3620	0.5880	0.5280	0.8890	0.5930	0.6080	0.6370
89	scene 2	2.3620	0.6770	0.5580	0.5680	0.6630	0.6840	0.6980
89	scene 3	2.3620	0.6920	0.5780	0.5270	0.6900	0.7060	0.7170
89	scene 4	2.3620	0.6610	0.5660	0.6040	0.6590	0.6730	0.6730
90	total scene	2.3880	0.7350	0.6020	0.6240	0.7400	0.7410	0.7450
90	scene 1	2.3610	0.5860	0.5250	0.5150	0.5950	0.6150	0.6450
90	scene 2	2.3610	0.6780	0.5580	0.5730	0.6640	0.6850	0.6990
90	scene 3	2.3610	0.6890	0.5650	0.5670	0.6900	0.7020	0.7130
90	scene 4	2.3610	0.6650	0.5930	0.6880	0.6610	0.6770	0.6770
91	total scene	2.3890	0.7360	0.6020	0.6270	0.7400	0.7420	0.7460
91	scene 1	2.3600	0.5910	0.5550	0.6920	0.6050	0.6200	0.6500
91	scene 2	2.3600	0.6780	0.5600	0.5800	0.6650	0.6860	0.6990
91	scene 3	2.3600	0.6940	0.5700	0.6160	0.6900	0.7080	0.7130
91	scene 4	2.3600	0.6630	0.5730	0.5730	0.6610	0.6780	0.6780
92	total scene	2.3880	0.7350	0.6000	0.6210	0.7400	0.7420	0.7460
92	scene 1	2.3590	0.5980	0.5590	0.1730	0.6080	0.6310	0.6560
92	scene 2	2.3590	0.6780	0.5550	0.5870	0.6650	0.6860	0.7000
92	scene 3	2.3590	0.6940	0.5780	0.4600	0.6930	0.7100	0.7170
92	scene 4	2.3590	0.6600	0.5900	0.6030	0.6570	0.6720	0.6720
93	total scene	2.3880	0.7360	0.6060	0.6350	0.7400	0.7420	0.7480
93	scene 1	2.3580	0.5900	0.5370	0.4140	0.5970	0.6130	0.6380
93	scene 2	2.3580	0.6780	0.5630	0.5920	0.6650	0.6860	0.7020
93	scene 3	2.3580	0.6880	0.5940	0.5880	0.6900	0.7110	0.7170
93	scene 4	2.3580	0.6650	0.5840	0.5720	0.6600	0.6780	0.6780
94	total scene	2.3860	0.7360	0.6030	0.6300	0.7410	0.7430	0.7480
94	scene 1	2.3550	0.5920	0.5460	0.5090	0.6030	0.6190	0.6430
94	scene 2	2.3550	0.6790	0.5610	0.5910	0.6660	0.6880	0.7020
94	scene 3	2.3550	0.6890	0.5530	0.5200	0.6920	0.7030	0.7110
94	scene 4	2.3550	0.6630	0.5780	0.6720	0.6590	0.6760	0.6760
95	total scene	2.3840	0.7360	0.6000	0.6250	0.7410	0.7420	0.7470
95	scene 1	2.3550	0.5880	0.5600	0.8400	0.6010	0.6150	0.6450
95	scene 2	2.3550	0.6790	0.5570	0.5840	0.6670	0.6860	0.7010
95	scene 3	2.3550	0.6880	0.5930	0.5300	0.6930	0.7080	0.7170
95	scene 4	2.3550	0.6620	0.5530	0.6080	0.6600	0.6760	0.6760
96	total scene	2.3830	0.7380	0.6010	0.6380	0.7420	0.7440	0.7460
96	scene 1	2.3540	0.5960	0.5940	0.9250	0.5970	0.6160	0.6360
96	scene 2	2.3540	0.6810	0.5580	0.5940	0.6680	0.6880	0.7000
96	scene 3	2.3540	0.6970	0.5770	0.5030	0.6990	0.7110	0.7110
96	scene 4	2.3540	0.6630	0.5790	0.8080	0.6580	0.6740	0.6740
97	total scene	2.3840	0.7370	0.6060	0.6220	0.7420	0.7440	0.7470
97	scene 1	2.3510	0.5980	0.5650	0.4620	0.6040	0.6200	0.6470
97	scene 2	2.3510	0.6810	0.5620	0.5650	0.6680	0.6890	0.7020
97	scene 3	2.3510	0.6910	0.5660	0.6160	0.6920	0.7040	0.7120
97	scene 4	2.3510	0.6640	0.6050	0.7160	0.6590	0.6740	0.6740
98	total scene	2.3840	0.7370	0.6080	0.6260	0.7420	0.7440	0.7480
98	scene 1	2.3500	0.6020	0.5940	0.4700	0.6080	0.6280	0.6550
98	scene 2	2.3500	0.6810	0.5650	0.5830	0.6680	0.6890	0.7030
98	scene 3	2.3500	0.6910	0.5780	0.5260	0.6920	0.7080	0.7140
98	scene 4	2.3500	0.6630	0.5930	0.6290	0.6590	0.6750	0.6750
99	total scene	2.3840	0.7370	0.6060	0.6310	0.7400	0.7440	0.7490
99	scene 1	2.3490	0.5930	0.5360	0.9350	0.6050	0.6250	0.6560
99	scene 2	2.3490	0.6800	0.5640	0.5850	0.6660	0.6890	0.7030
99	scene 3	2.3490	0.6950	0.5810	0.5830	0.6920	0.7100	0.7170
99	scene 4	2.3490	0.6650	0.5880	0.6390	0.6570	0.6780	0.6780
100	total scene	2.3960	0.7390	0.5970	0.6330	0.7430	0.7450	0.7500
100	scene 1	2.3480	0.5970	0.5760	0.3940	0.6060	0.6190	0.6440
100	scene 2	2.3480	0.6830	0.5520	0.5800	0.6680	0.6900	0.7040
100	scene 3	2.3480	0.6960	0.5740	0.5810	0.6990	0.7130	0.7200
100	scene 4	2.3480	0.6650	0.5850	0.7970	0.6620	0.6790	0.6790
